,E,Vx,Vy,Vz,Bx,By,Bz
1992-01-01 00:00:00,7.7253218584035315,-448.1140466835991,3.5034020996057595,13.112798622249326,0.45077699929812654,0.7958161406252111,-0.33474373930195955
1992-01-01 01:00:00,23.26473483607768,-443.47988879663427,21.004429498095842,-8.488959802406951,2.8581282577291804,-2.689749241048675,0.6558344341750701
1992-01-01 02:00:00,9.915897015198043,-423.8413357942763,-1.2648379716851679,1.162954413113882,2.1146727751802836,-0.9530523984725571,-0.6750943040605537
1992-01-01 03:00:00,22.068733430678957,-424.8335177896696,12.948067837585764,18.112601312595295,0.1551134826531223,-2.581929437252201,0.2934432843645758
1992-01-01 04:00:00,21.371255420465005,-428.91747271537525,34.87638095176824,2.8549691523473104,-0.4794086425440683,-1.043791636270797,-2.235539979434604
1992-01-01 05:00:00,7.0797310136662315,-411.64441819640336,14.98734740930698,10.767753993415756,1.9921121903665915,-0.8772441101164132,0.24937623973823425
1992-01-01 06:00:00,36.44018530655833,-395.66119418167744,16.122870979601164,0.3828268178936509,2.9866658185051302,-0.40752762560686495,4.5911582746607
1992-01-01 07:00:00,25.156008538958552,-401.30282446643497,21.417901722495145,10.194708653733166,0.7723673715985394,-0.4144191670779611,3.0879500315644246
1992-01-01 08:00:00,18.638576489762002,-428.2513745681007,19.80037202726752,12.169277653897227,2.9167200503977124,-1.6087394499739016,1.5145315788924578
1992-01-01 09:00:00,12.676646178284239,-440.6293394066518,33.83582213265715,-5.6462393370276995,1.3673490737528076,0.730074882000439,1.184477855724567
1992-01-01 10:00:00,16.335326922955492,-436.5368319419624,14.308888758847587,-1.810400802771168,1.4402015134078514,0.20505317736305773,1.8610952285281621
1992-01-01 11:00:00,15.004331076323833,-433.070387066607,14.258976528765597,0.652402050171955,3.3538954585401326,1.2017978812546946,1.1277446856331679
1992-01-01 12:00:00,21.754759110871603,-475.56051461853053,15.224327554552906,9.377741931733704,0.6370414775507158,2.4100501431523997,-0.7755438023068721
1992-01-01 13:00:00,14.161221769862887,-451.01435836162284,24.68009930832197,-6.330282628328199,-1.8859589478040948,-0.037762398798539265,1.5348890727320939
1992-01-01 14:00:00,19.307522737370093,-472.91143440333434,16.45536009343566,-4.627633759905191,1.5578425077864269,1.4543692915822901,-1.6084067859502083
1992-01-01 15:00:00,16.251868658974804,-470.7628975764621,12.630603843989602,-5.473676442853115,0.6032006140525815,-0.4318641664883476,-1.66756853824209
1992-01-01 16:00:00,3.5101317904667715,-472.11600389096265,-2.141795981013968,-3.434895671571627,0.6805604491960262,-0.031018694520060286,-0.36522256614907017
1992-01-01 17:00:00,11.239398369894197,-471.0325261701008,-4.021459686187097,-13.835833994476227,0.10758164824648475,0.5918278390533107,-1.1224721726190185
1992-01-01 18:00:00,22.63412329236969,-460.6172872996599,-7.646231513528137,-20.793307734508826,-0.5607964866174491,2.3968961090098753,-0.5081153218034821
1992-01-01 19:00:00,24.754491051270126,-449.4958273283182,7.988236321650398,-14.661830719893997,-2.8199815144323956,1.0187829232551222,-2.6695221298164755
1992-01-01 20:00:00,5.106876812089569,-463.3737020160123,-1.580506640115921,-18.34029916954273,-0.7277945281771137,0.4044134334050471,0.34251036728265305
1992-01-01 21:00:00,18.815430860009556,-435.57583438713914,3.9526983112316145,-11.753380465923946,-0.2139353203454042,2.0971278156005124,-0.9160250998937597
1992-01-01 22:00:00,7.84042208261666,-459.3000758487114,10.664303004587559,-9.438630704045318,2.2021566427298946,0.7234874047038143,0.4028484034844918
1992-01-01 23:00:00,4.139242663257187,-436.30914827886994,26.58680287261202,-11.40951250376187,1.7082596207719356,0.017335822008151258,0.5021599297775773
1992-01-02 00:00:00,3.97709019935425,-419.74671792526226,28.337732010816424,-6.321759246493838,2.134419385055816,-0.003495331493566789,0.4833749827041343
1992-01-02 01:00:00,17.90389726497592,-423.50134047278607,19.439814006114332,0.6507757358849169,1.6098273779180636,-2.1770986209244363,-0.6123772893063171
1992-01-02 02:00:00,5.568512021263197,-428.30522280152843,29.05163694210015,4.354867747631829,3.787464508751513,-0.8886469683469547,-0.19168897491123948
1992-01-02 03:00:00,20.065718396319372,-424.3193281411357,9.157431016228879,1.6397770951685402,1.3051474676630381,1.4337240091726358,1.9517259539478145
1992-01-02 04:00:00,8.32925400517387,-412.18405861355814,29.456097873827765,10.00751737568642,4.320908378223846,-1.3583795894120003,0.2649392480568633
1992-01-02 05:00:00,18.670635896058194,-398.6010717996093,18.818477670508763,5.034644319175081,3.216615925897308,-0.830553153896874,2.3516104961615683
1992-01-02 06:00:00,4.28807608619081,-415.53474102545715,21.62467541836016,-2.566531264413894,0.9047694015271426,-0.1499399831277094,0.5105527321245837
1992-01-02 07:00:00,9.084567838453449,-404.2561369695895,17.16796098124767,-4.915031488611628,0.14019950554906213,0.8044394439928534,0.778838550688042
1992-01-02 08:00:00,6.490197672023969,-406.216150221079,31.63122990878969,12.089756348824412,0.8215164657954648,-0.6482793637324933,0.5608954368358401
1992-01-02 09:00:00,26.053726214974755,-400.21136198489364,36.981655236658995,-16.16430764826028,1.9045622361341537,2.8591911524816207,1.566339126153
1992-01-02 10:00:00,1.4071191006791484,-411.04431236834034,31.01154067529638,-3.672001735119469,0.43917609601017593,0.070991290811241,0.13931463360136093
1992-01-02 11:00:00,11.597813290141637,-415.89914080842516,7.989067028265103,-6.909508251375279,0.6872611566872859,-1.2155358769048394,-0.9687660829473843
1992-01-02 12:00:00,14.04887382574412,-438.46201942593234,10.248777551447862,-5.870979444652621,1.6280594147432597,1.1361104540701419,-1.3471235525896563
1992-01-02 13:00:00,20.540843212214874,-438.1260937315516,14.441051529765737,-5.253830189219024,-0.6387456895479047,2.397526010426011,0.16273655839787543
1992-01-02 14:00:00,25.890680427804835,-431.5883332309487,10.776323426957857,-10.818535644688557,1.9114097605362235,3.306035626473288,-0.5894580336108952
1992-01-02 15:00:00,13.392903528757415,-427.1023377666263,8.0603646391464,-11.082877087401261,-0.9333815723662517,1.4948262531627918,0.49901039106293316
1992-01-02 16:00:00,14.760857756528454,-473.05934361155863,3.5806257578414478,-5.90160592714584,-2.7900629808561366,0.7716286047476992,1.4512583160344037
1992-01-02 17:00:00,27.63021785294269,-434.3735843713702,-2.8391384306924383,-6.382008103847527,-1.8865974387841904,3.3034809053295238,0.365937237326179
1992-01-02 18:00:00,20.094947464323383,-437.83674815691853,12.924735270451258,-10.867168395119283,1.1622010102542992,2.1938862859499566,1.388153979698199
1992-01-02 19:00:00,28.557304726231568,-445.2940899045472,-2.8404211625740716,-13.1012052876416,1.2952869075722546,3.5991316628386203,-0.002958861569734156
1992-01-02 20:00:00,35.59116106110371,-450.06438722622676,14.732486429199628,-16.7701391319187,0.5020565528313292,4.480946243707384,0.45377053091373426
1992-01-02 21:00:00,2.6966501092151187,-454.06898594386587,9.98803614624699,-12.14567964302477,-2.1171492940625387,-0.24283647075013637,-0.12246562182093484
1992-01-02 22:00:00,11.785951523341064,-421.39268581694495,10.571436954526096,-8.88431665799179,-1.4403582792773924,-0.6246027095436981,-1.5046926721267817
1992-01-02 23:00:00,11.046055689706396,-406.71065514746493,20.583133662744515,-2.752655861816529,0.757303886560065,-0.6891457194088298,1.1956759510397696
1992-01-03 00:00:00,18.746151931992422,-401.37605207467266,28.291816696253765,-3.725612620277697,1.7321505305852343,2.1388575287977427,0.8122957267848144
1992-01-03 01:00:00,18.906091715470595,-401.12438801933246,24.717605219686003,-18.40083743722006,-1.470438861797628,1.737245153166671,-1.753136462043413
1992-01-03 02:00:00,20.10249721769492,-408.35473832868445,15.646022421132765,0.17676230668611304,-0.9329627661390524,1.6566429484282494,-1.8505581948526115
1992-01-03 03:00:00,16.00730498527199,-425.8337750334417,23.713956521734715,-2.042945210993525,-0.053206732529127776,1.2884349648757603,1.33244049905663
1992-01-03 04:00:00,26.276879325203527,-403.2781044607758,24.95333000145729,12.533303670366841,3.2289919804227942,-0.15964028668978203,3.3801251182801666
1992-01-03 05:00:00,17.94513913888772,-390.56759334989925,22.41922742989672,4.908368655329635,2.6024536708558816,1.1830767744434496,-1.9000150909566382
1992-01-03 06:00:00,13.065163181798106,-419.0048204682918,27.642410376118683,13.981896399652477,3.4333607440087275,0.6582886376273679,1.1679322195625652
1992-01-03 07:00:00,14.92158511422194,-395.0584331200391,25.169171109173067,-20.82503187870664,1.6788121722251903,0.7270100406800265,-1.6047119891668922
1992-01-03 08:00:00,7.934422860905389,-397.8652297383775,32.358989162848744,12.945097973558084,2.3373914917678063,0.48460755762831575,0.6571632732951693
1992-01-03 09:00:00,17.58194331279245,-398.99435544717875,15.51913993945209,3.092642257854868,0.2449835374475764,-2.5331328970728273,-0.21878656464532306
1992-01-03 10:00:00,19.667293518144923,-433.7887011252991,9.80901753490491,5.1061220156629865,-0.014255932528336346,2.3893459429039883,-0.027432481720353563
1992-01-03 11:00:00,8.70052186339596,-433.54677405637557,19.69679534563332,5.835826751143082,0.19741251957030953,0.9933126143045934,0.0435826141318503
1992-01-03 12:00:00,16.69707504172353,-438.39515539331575,17.574609539333384,-2.476155635784707,0.22650901348603597,0.6218878263988732,1.7964640213085485
1992-01-03 13:00:00,16.203802098686477,-457.518662815038,21.041086906915936,-16.099270530056668,3.640313968498684,1.5946598374688068,-0.03921928118824461
1992-01-03 14:00:00,12.87774244785652,-421.5189335862085,4.744714045911983,-5.35884548167382,0.9405609940058788,0.8996790464158056,-1.2147411080689765
1992-01-03 15:00:00,5.135788534823295,-461.69529064211383,15.623019383779999,-17.669044836069524,-1.914136960719603,0.36303196066454274,-0.5426852285962055
1992-01-03 16:00:00,28.496626272635584,-454.56250954766364,7.08857507777469,-15.579963225135224,-1.2715713133755164,2.780378010309542,-1.540138000450105
1992-01-03 17:00:00,18.19983737359039,-466.8753037175877,5.185856569098352,-8.489344240981165,-0.9173504378949496,1.4017329365379556,1.3540593894013937
1992-01-03 18:00:00,23.94319865659834,-440.7261788680806,-2.7031384035347377,-14.675045162916906,1.0140064269292688,2.900205184831926,-0.4434473852078626
1992-01-03 19:00:00,7.989664813980045,-444.15073282881036,-5.498571904260623,-12.349714706956453,-1.6572968813884295,0.12684753520820408,-0.9332306360363816
1992-01-03 20:00:00,25.967870618366778,-452.01152919798716,7.397309324210829,-12.979664255326782,-0.6552166312976844,3.207986217587172,0.3720415483834972
1992-01-03 21:00:00,18.948006324025375,-490.35742740787435,-2.7796642499725817,-6.244815093149269,-1.9753796919576636,1.685555377847994,0.8987583511113897
1992-01-03 22:00:00,25.34171659983098,-450.81534616622196,17.873731412001813,-7.974513513881443,-2.107643583917142,2.9385907554188133,0.4790038572568845
1992-01-03 23:00:00,17.840043808670256,-434.62027556900455,-0.7585275399664968,-0.5944413748067996,1.697071280247778,-0.5147736511335652,1.9566004838497204
1992-01-04 00:00:00,4.301574876143859,-422.59071345314686,4.400101768965569,-13.757964570956581,0.6951702224866021,-0.4772304254507115,-0.1718933001388906
1992-01-04 01:00:00,21.220885500788324,-439.80287531099555,15.952755611100432,9.813632941754863,0.4985139376412883,-0.1834105953019493,2.495809941943587
1992-01-04 02:00:00,16.417284041618704,-396.5302485510086,17.244057721341807,5.638359842929318,1.880912268890263,1.539607750221829,1.3858065125667842
1992-01-04 03:00:00,10.066077688053438,-438.1284394425911,24.517008410002543,-2.267162074283548,2.19623509209634,0.9585933446795638,0.636976157957487
1992-01-04 04:00:00,33.85816591212526,-424.0932507903438,29.950999803008475,15.687913944811337,-1.0186580042444948,-0.9732922772367996,3.9921530892565356
1992-01-04 05:00:00,25.8006939815141,-397.7889761261333,40.119144433139205,1.5323782123396081,2.973273006090036,2.204914696785332,2.2916274306976137
1992-01-04 06:00:00,12.269028901755588,-410.74421477556643,36.12249915164938,10.590940817475765,1.2946616491512144,-1.0277691153637607,1.1410338948144407
1992-01-04 07:00:00,12.563100277094003,-383.1170158238323,16.673640638785024,1.2896042232895626,1.3470444459281024,0.9599923841369956,1.4117306302178414
1992-01-04 08:00:00,24.417985805414265,-413.97097061685054,18.536715372710695,6.052828673436299,2.590174180059954,0.15556637820007818,2.896074093751943
1992-01-04 09:00:00,14.719645913072949,-431.780033445867,14.60282098311952,16.68116994383551,2.434214168356424,-0.9525096839732826,-1.5596305994452415
1992-01-04 10:00:00,23.97952837721958,-434.85438025858167,17.625186377887935,4.466785001741545,1.8992161582556042,0.9188449490073652,2.549852908601567
1992-01-04 11:00:00,14.805419893601547,-453.55656227477135,3.7926123797246825,-2.334788991954161,-1.2106788935822055,-0.05093913857872889,1.624717695839072
1992-01-04 12:00:00,13.020164418839345,-464.67414096259307,0.512020333531972,-12.948617255808154,-0.5608508426849541,-1.3693172940736416,0.17632818948222923
1992-01-04 13:00:00,11.16231073802265,-444.571236014185,6.8747976004954205,-3.0802714928672716,-0.7744925406308493,1.165762265602369,-0.5001513636799991
1992-01-04 14:00:00,16.70553580026115,-453.2238429807349,1.8833169515285553,-14.061640952726655,-1.4398657770070382,1.834401489326971,0.17913732875021665
1992-01-04 15:00:00,34.0873550698628,-449.43330773024337,3.447586862929205,-12.654832929861689,-1.2482998297532508,-0.9428369996341742,4.103247135814334
1992-01-04 16:00:00,12.189911782208842,-485.5778755761367,2.861989665329951,-4.645820663627116,-2.2101383018243834,-0.41652033851733583,-1.20050365882924
1992-01-04 17:00:00,23.5661799938519,-452.6467163950056,-17.139571120298143,8.878674245143333,-0.4331234376002304,0.8393123645243237,2.4645317449341784
1992-01-04 18:00:00,23.668266861944023,-483.94875897289455,-2.6107321350815584,1.1091727654209877,-0.628882171932959,2.148830696701853,1.5528596854485157
1992-01-04 19:00:00,23.80636943803439,-455.6032106165095,-3.8475272141226626,-8.711871625494478,-3.71100831746461,2.6645362725457913,0.7452449147378644
1992-01-04 20:00:00,27.599499759934215,-483.3730225370097,4.137717616453394,0.5627703148767886,-0.5912710989534016,2.333549368849545,-1.7510080724790402
1992-01-04 21:00:00,15.529669133137782,-483.83681080883173,0.13292069323963718,-8.711134545471829,-2.3729037022798556,-1.618105564232321,-0.007221958837862863
1992-01-04 22:00:00,33.21756431367366,-463.4692860961266,-4.087232425017568,-7.542388525781127,-0.35195124700505903,1.915607959746796,-3.2364260465750663
1992-01-04 23:00:00,23.555891827907093,-445.2299913736614,-0.24628856334579208,6.793466883817445,-1.1162434899301439,-0.7323794101197177,2.7385945710424413
1992-01-05 00:00:00,10.229472955135297,-451.1530921207632,5.601835736067276,5.264346516451777,-3.385420112445513,-0.8792299342037924,0.6999523967116789
1992-01-05 01:00:00,18.037295880106996,-455.1364359167258,9.837678294917911,9.905610571893892,-2.929500888605998,-1.80538481498973,-0.9216253684741299
