# x
2.000000000000000000e+01 3.937500000000000000e+00
2.000000000000000000e+01 3.812500000000000000e+00
2.000000000000000000e+01 3.750000000000000000e+00
2.000000000000000000e+01 8.125000000000000000e-01
-2.000000000000000000e+01 2.812500000000000000e-01
2.000000000000000000e+01 2.500000000000000000e-01
2.000000000000000000e+01 2.625000000000000000e+00
2.000000000000000000e+01 1.875000000000000000e-01
-2.000000000000000000e+01 3.750000000000000000e-01
2.000000000000000000e+01 6.250000000000000000e-02
2.000000000000000000e+01 2.187500000000000000e+00
2.000000000000000000e+01 3.125000000000000000e-01
2.000000000000000000e+01 1.562500000000000000e+00
2.000000000000000000e+01 1.031250000000000000e+00
2.000000000000000000e+01 5.625000000000000000e-01
-2.000000000000000000e+01 2.687500000000000000e+00
-2.000000000000000000e+01 7.812500000000000000e-01
2.000000000000000000e+01 2.562500000000000000e+00
-2.000000000000000000e+01 2.000000000000000000e+00
2.000000000000000000e+01 3.125000000000000000e+00
2.000000000000000000e+01 1.250000000000000000e-01
-2.000000000000000000e+01 1.250000000000000000e+00
-2.000000000000000000e+01 2.250000000000000000e+00
2.000000000000000000e+01 1.125000000000000000e+00
-2.000000000000000000e+01 2.312500000000000000e+00
2.000000000000000000e+01 2.375000000000000000e+00
2.000000000000000000e+01 6.250000000000000000e-01
2.000000000000000000e+01 9.375000000000000000e-01
2.000000000000000000e+01 3.687500000000000000e+00
2.000000000000000000e+01 2.031250000000000000e+00
-2.000000000000000000e+01 3.312500000000000000e+00
-2.000000000000000000e+01 1.812500000000000000e+00
-2.000000000000000000e+01 1.875000000000000000e+00
-2.000000000000000000e+01 3.500000000000000000e+00
-2.000000000000000000e+01 2.281250000000000000e+00
2.000000000000000000e+01 1.937500000000000000e+00
-2.000000000000000000e+01 1.625000000000000000e+00
2.000000000000000000e+01 1.562500000000000000e-01
2.000000000000000000e+01 1.062500000000000000e+00
2.000000000000000000e+01 1.500000000000000000e+00
-2.000000000000000000e+01 3.000000000000000000e+00
-2.000000000000000000e+01 1.281250000000000000e+00
-2.000000000000000000e+01 1.375000000000000000e+00
2.000000000000000000e+01 3.375000000000000000e+00
2.000000000000000000e+01 1.531250000000000000e+00
-2.000000000000000000e+01 6.875000000000000000e-01
2.000000000000000000e+01 1.000000000000000000e+00
2.000000000000000000e+01 2.875000000000000000e+00
2.000000000000000000e+01 2.937500000000000000e+00
2.000000000000000000e+01 1.312500000000000000e+00
-2.000000000000000000e+01 2.125000000000000000e+00
2.000000000000000000e+01 1.750000000000000000e+00
2.000000000000000000e+01 3.437500000000000000e+00
2.000000000000000000e+01 5.312500000000000000e-01
2.000000000000000000e+01 5.000000000000000000e-01
2.000000000000000000e+01 4.375000000000000000e-01
2.000000000000000000e+01 2.812500000000000000e+00
-2.000000000000000000e+01 3.062500000000000000e+00
-2.000000000000000000e+01 2.781250000000000000e+00
2.000000000000000000e+01 3.625000000000000000e+00
2.000000000000000000e+01 1.437500000000000000e+00
-2.000000000000000000e+01 2.437500000000000000e+00
2.000000000000000000e+01 1.187500000000000000e+00
2.000000000000000000e+01 1.781250000000000000e+00
-2.000000000000000000e+01 8.750000000000000000e-01
-2.000000000000000000e+01 2.531250000000000000e+00
2.000000000000000000e+01 2.500000000000000000e+00
-2.000000000000000000e+01 1.687500000000000000e+00
-2.000000000000000000e+01 3.875000000000000000e+00
2.000000000000000000e+01 3.531250000000000000e+00
2.000000000000000000e+01 3.562500000000000000e+00
2.000000000000000000e+01 3.250000000000000000e+00
-2.000000000000000000e+01 3.031250000000000000e+00
2.000000000000000000e+01 2.062500000000000000e+00
2.000000000000000000e+01 3.187500000000000000e+00
-2.000000000000000000e+01 7.500000000000000000e-01
-2.000000000000000000e+01 2.750000000000000000e+00
2.000000000000000000e+01 3.281250000000000000e+00
2.000000000000000000e+01 3.125000000000000000e-02
-2.000000000000000000e+01 3.781250000000000000e+00
-2.000000000000000000e+01 3.937500000000000000e+00
-2.000000000000000000e+01 3.812500000000000000e+00
-2.000000000000000000e+01 3.750000000000000000e+00
-2.000000000000000000e+01 8.125000000000000000e-01
2.000000000000000000e+01 2.812500000000000000e-01
-2.000000000000000000e+01 2.500000000000000000e-01
-2.000000000000000000e+01 2.625000000000000000e+00
-2.000000000000000000e+01 1.875000000000000000e-01
2.000000000000000000e+01 3.750000000000000000e-01
-2.000000000000000000e+01 6.250000000000000000e-02
-2.000000000000000000e+01 2.187500000000000000e+00
-2.000000000000000000e+01 3.125000000000000000e-01
-2.000000000000000000e+01 1.562500000000000000e+00
-2.000000000000000000e+01 1.031250000000000000e+00
-2.000000000000000000e+01 5.625000000000000000e-01
2.000000000000000000e+01 2.687500000000000000e+00
2.000000000000000000e+01 7.812500000000000000e-01
-2.000000000000000000e+01 2.562500000000000000e+00
2.000000000000000000e+01 2.000000000000000000e+00
-2.000000000000000000e+01 3.125000000000000000e+00
-2.000000000000000000e+01 1.250000000000000000e-01
2.000000000000000000e+01 1.250000000000000000e+00
2.000000000000000000e+01 2.250000000000000000e+00
-2.000000000000000000e+01 1.125000000000000000e+00
2.000000000000000000e+01 2.312500000000000000e+00
-2.000000000000000000e+01 2.375000000000000000e+00
-2.000000000000000000e+01 6.250000000000000000e-01
-2.000000000000000000e+01 9.375000000000000000e-01
-2.000000000000000000e+01 3.687500000000000000e+00
-2.000000000000000000e+01 2.031250000000000000e+00
2.000000000000000000e+01 3.312500000000000000e+00
2.000000000000000000e+01 1.812500000000000000e+00
2.000000000000000000e+01 1.875000000000000000e+00
2.000000000000000000e+01 3.500000000000000000e+00
2.000000000000000000e+01 2.281250000000000000e+00
-2.000000000000000000e+01 1.937500000000000000e+00
2.000000000000000000e+01 1.625000000000000000e+00
-2.000000000000000000e+01 1.562500000000000000e-01
-2.000000000000000000e+01 1.062500000000000000e+00
-2.000000000000000000e+01 1.500000000000000000e+00
2.000000000000000000e+01 3.000000000000000000e+00
2.000000000000000000e+01 1.281250000000000000e+00
2.000000000000000000e+01 1.375000000000000000e+00
-2.000000000000000000e+01 3.375000000000000000e+00
-2.000000000000000000e+01 1.531250000000000000e+00
2.000000000000000000e+01 6.875000000000000000e-01
-2.000000000000000000e+01 1.000000000000000000e+00
-2.000000000000000000e+01 2.875000000000000000e+00
-2.000000000000000000e+01 2.937500000000000000e+00
-2.000000000000000000e+01 1.312500000000000000e+00
2.000000000000000000e+01 2.125000000000000000e+00
-2.000000000000000000e+01 1.750000000000000000e+00
-2.000000000000000000e+01 3.437500000000000000e+00
-2.000000000000000000e+01 5.312500000000000000e-01
-2.000000000000000000e+01 5.000000000000000000e-01
-2.000000000000000000e+01 4.375000000000000000e-01
-2.000000000000000000e+01 2.812500000000000000e+00
2.000000000000000000e+01 3.062500000000000000e+00
2.000000000000000000e+01 2.781250000000000000e+00
-2.000000000000000000e+01 3.625000000000000000e+00
-2.000000000000000000e+01 1.437500000000000000e+00
2.000000000000000000e+01 2.437500000000000000e+00
-2.000000000000000000e+01 1.187500000000000000e+00
-2.000000000000000000e+01 1.781250000000000000e+00
2.000000000000000000e+01 8.750000000000000000e-01
2.000000000000000000e+01 2.531250000000000000e+00
-2.000000000000000000e+01 2.500000000000000000e+00
2.000000000000000000e+01 1.687500000000000000e+00
2.000000000000000000e+01 3.875000000000000000e+00
-2.000000000000000000e+01 3.531250000000000000e+00
-2.000000000000000000e+01 3.562500000000000000e+00
-2.000000000000000000e+01 3.250000000000000000e+00
2.000000000000000000e+01 3.031250000000000000e+00
-2.000000000000000000e+01 2.062500000000000000e+00
-2.000000000000000000e+01 3.187500000000000000e+00
2.000000000000000000e+01 7.500000000000000000e-01
2.000000000000000000e+01 2.750000000000000000e+00
-2.000000000000000000e+01 3.281250000000000000e+00
-2.000000000000000000e+01 3.125000000000000000e-02
2.000000000000000000e+01 3.781250000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
-1.000000000000000000e+01 0.000000000000000000e+00
1.000000000000000000e+01 0.000000000000000000e+00
-1.500000000000000000e+01 0.000000000000000000e+00
5.000000000000000000e+00 0.000000000000000000e+00
-5.000000000000000000e+00 0.000000000000000000e+00
1.500000000000000000e+01 0.000000000000000000e+00
-1.750000000000000000e+01 0.000000000000000000e+00
2.500000000000000000e+00 0.000000000000000000e+00
-7.500000000000000000e+00 0.000000000000000000e+00
1.250000000000000000e+01 0.000000000000000000e+00
-1.250000000000000000e+01 0.000000000000000000e+00
7.500000000000000000e+00 0.000000000000000000e+00
-2.500000000000000000e+00 0.000000000000000000e+00
1.750000000000000000e+01 0.000000000000000000e+00
-1.875000000000000000e+01 0.000000000000000000e+00
1.250000000000000000e+00 0.000000000000000000e+00
-8.750000000000000000e+00 0.000000000000000000e+00
1.125000000000000000e+01 0.000000000000000000e+00
-1.375000000000000000e+01 0.000000000000000000e+00
6.250000000000000000e+00 0.000000000000000000e+00
-3.750000000000000000e+00 0.000000000000000000e+00
1.625000000000000000e+01 0.000000000000000000e+00
-1.625000000000000000e+01 0.000000000000000000e+00
3.750000000000000000e+00 0.000000000000000000e+00
-6.250000000000000000e+00 0.000000000000000000e+00
1.375000000000000000e+01 0.000000000000000000e+00
-1.125000000000000000e+01 0.000000000000000000e+00
8.750000000000000000e+00 0.000000000000000000e+00
-1.250000000000000000e+00 0.000000000000000000e+00
1.875000000000000000e+01 0.000000000000000000e+00
-1.937500000000000000e+01 0.000000000000000000e+00
6.250000000000000000e-01 0.000000000000000000e+00
-9.375000000000000000e+00 0.000000000000000000e+00
1.062500000000000000e+01 0.000000000000000000e+00
-1.437500000000000000e+01 0.000000000000000000e+00
5.625000000000000000e+00 0.000000000000000000e+00
-4.375000000000000000e+00 0.000000000000000000e+00
1.562500000000000000e+01 0.000000000000000000e+00
-1.687500000000000000e+01 0.000000000000000000e+00
3.125000000000000000e+00 0.000000000000000000e+00
-6.875000000000000000e+00 0.000000000000000000e+00
1.312500000000000000e+01 0.000000000000000000e+00
-1.187500000000000000e+01 0.000000000000000000e+00
8.125000000000000000e+00 0.000000000000000000e+00
-1.875000000000000000e+00 0.000000000000000000e+00
1.812500000000000000e+01 0.000000000000000000e+00
-1.812500000000000000e+01 0.000000000000000000e+00
1.875000000000000000e+00 0.000000000000000000e+00
-8.125000000000000000e+00 0.000000000000000000e+00
1.187500000000000000e+01 0.000000000000000000e+00
-1.312500000000000000e+01 0.000000000000000000e+00
6.875000000000000000e+00 0.000000000000000000e+00
-3.125000000000000000e+00 0.000000000000000000e+00
1.687500000000000000e+01 0.000000000000000000e+00
-1.562500000000000000e+01 0.000000000000000000e+00
4.375000000000000000e+00 0.000000000000000000e+00
-5.625000000000000000e+00 0.000000000000000000e+00
1.437500000000000000e+01 0.000000000000000000e+00
-1.062500000000000000e+01 0.000000000000000000e+00
9.375000000000000000e+00 0.000000000000000000e+00
-6.250000000000000000e-01 0.000000000000000000e+00
1.937500000000000000e+01 0.000000000000000000e+00
-1.968750000000000000e+01 0.000000000000000000e+00
3.125000000000000000e-01 0.000000000000000000e+00
-9.687500000000000000e+00 0.000000000000000000e+00
1.031250000000000000e+01 0.000000000000000000e+00
-1.468750000000000000e+01 0.000000000000000000e+00
5.312500000000000000e+00 0.000000000000000000e+00
-4.687500000000000000e+00 0.000000000000000000e+00
