x,y,z,u,v,w,fx,fy,fz,E,mu,point_type
0.3745401188473625,0.9507143064099162,0.7319939418114051,0.0003745401188473625,0.0004753571532049581,0.00014639878836228103,0.0701255639443369,0.07230703241355783,-0.01538087778810355,1.0,0.25,interior
0.5986584841970366,0.15601864044243652,0.15599452033620265,0.0005986584841970366,7.800932022121827e-05,3.119890406724053e-05,0.03188270435795304,-0.10851736783357446,0.1268807656316957,1.0,0.25,interior
0.05808361216819946,0.8661761457749352,0.6011150117432088,5.808361216819946e-05,0.0004330880728874676,0.00012022300234864177,-0.27829604323432205,-0.008714839233542519,0.11408959771502743,1.0,0.25,interior
0.7080725777960455,0.020584494295802447,0.9699098521619943,0.0007080725777960455,1.0292247147901224e-05,0.00019398197043239888,-0.13638679336293416,0.039977991761685115,-0.06807664465790268,1.0,0.25,interior
0.8324426408004217,0.21233911067827616,0.18182496720710062,0.0008324426408004218,0.00010616955533913808,3.6364993441420123e-05,-0.03688032651888687,0.09459409606394378,0.01980569258851502,1.0,0.25,interior
0.18340450985343382,0.3042422429595377,0.5247564316322378,0.00018340450985343383,0.00015212112147976886,0.00010495128632644757,-0.2034355867884363,-0.09764255397315985,0.09753357348887597,1.0,0.25,interior
0.43194501864211576,0.2912291401980419,0.6118528947223795,0.0004319450186421158,0.00014561457009902096,0.0001223705789444759,0.04489427181929976,0.17481355725242845,0.16826475940132973,1.0,0.25,interior
0.13949386065204183,0.29214464853521815,0.3663618432936917,0.00013949386065204185,0.00014607232426760907,7.327236865873834e-05,-0.03422451301467918,0.25032378050694887,0.002447966985191076,1.0,0.25,interior
0.45606998421703593,0.7851759613930136,0.19967378215835974,0.0004560699842170359,0.0003925879806965068,3.9934756431671946e-05,-0.09626685344090255,-0.06336398659105773,-0.22567251052894188,1.0,0.25,interior
0.5142344384136116,0.5924145688620425,0.046450412719997725,0.0005142344384136116,0.00029620728443102126,9.290082543999545e-06,0.1607019008249281,0.15947619890438636,-0.1015507438813321,1.0,0.25,interior
0.6075448519014384,0.17052412368729153,0.06505159298527952,0.0006075448519014384,8.526206184364576e-05,1.3010318597055904e-05,-0.022788428838190593,0.009560754411257762,-0.09603530521421139,1.0,0.25,interior
0.9488855372533332,0.9656320330745594,0.8083973481164611,0.0009488855372533333,0.0004828160165372797,0.00016167946962329223,-0.17551020312711618,-0.021035760377691184,-0.032107942945924686,1.0,0.25,interior
0.3046137691733707,0.09767211400638387,0.6842330265121569,0.0003046137691733707,4.883605700319194e-05,0.0001368466053024314,-0.03884112409887752,0.022271606260096465,0.14295196585259923,1.0,0.25,interior
0.4401524937396013,0.12203823484477883,0.4951769101112702,0.0004401524937396013,6.101911742238941e-05,9.903538202225404e-05,-0.03030927196917261,0.017044299872136286,0.0726870523744936,1.0,0.25,interior
0.034388521115218396,0.9093204020787821,0.2587799816000169,3.43885211152184e-05,0.00045466020103939104,5.175599632000339e-05,0.05541429265127488,-0.0614423524447842,0.009637712311403588,1.0,0.25,interior
0.662522284353982,0.31171107608941095,0.5200680211778108,0.000662522284353982,0.0001558555380447055,0.00010401360423556217,0.05475398201690534,-0.11283513375107777,0.1263539010796508,1.0,0.25,interior
0.5467102793432796,0.18485445552552704,0.9695846277645586,0.0005467102793432797,9.242722776276353e-05,0.00019391692555291172,0.14315889052141112,-0.07227802554444938,0.01936700183481687,1.0,0.25,interior
0.7751328233611146,0.9394989415641891,0.8948273504276488,0.0007751328233611145,0.00046974947078209456,0.00017896547008552978,0.06422782566710317,-0.05456141563287527,0.048161384568809446,1.0,0.25,interior
0.5978999788110851,0.9218742350231168,0.0884925020519195,0.0005978999788110852,0.00046093711751155845,1.76985004103839e-05,0.016325562629216542,-0.1467918177638801,0.04591613159785581,1.0,0.25,interior
0.1959828624191452,0.045227288910538066,0.32533033076326434,0.0001959828624191452,2.2613644455269032e-05,6.506606615265287e-05,-0.11001424162710359,0.09392028516620472,-0.06712110751338889,1.0,0.25,interior
0.388677289689482,0.2713490317738959,0.8287375091519293,0.000388677289689482,0.00013567451588694795,0.00016574750183038586,-0.016128543366114505,0.1372278913446575,0.04963816465288452,1.0,0.25,interior
0.3567533266935893,0.28093450968738076,0.5426960831582485,0.0003567533266935893,0.0001404672548436904,0.0001085392166316497,-0.10794739195745454,-0.10149165707990837,-0.059930278862372545,1.0,0.25,interior
0.14092422497476265,0.8021969807540397,0.07455064367977082,0.00014092422497476265,0.0004010984903770198,1.4910128735954166e-05,0.03946440833566661,0.03582998149327681,-0.08431023046628693,1.0,0.25,interior
0.9868869366005173,0.7722447692966574,0.1987156815341724,0.0009868869366005174,0.00038612238464832873,3.974313630683448e-05,-0.11672094856143592,0.028158340508583426,-0.018186006579016194,1.0,0.25,interior
0.005522117123602399,0.8154614284548342,0.7068573438476171,5.522117123602399e-06,0.0004077307142274171,0.00014137146876952344,0.21572158874477376,0.0036603656563078952,0.18142528277002748,1.0,0.25,interior
0.7290071680409873,0.7712703466859457,0.07404465173409036,0.0007290071680409873,0.0003856351733429729,1.4808930346818072e-05,-0.117038359810434,-0.15732129395617073,-0.11200851325255345,1.0,0.25,interior
0.3584657285442726,0.11586905952512971,0.8631034258755935,0.00035846572854427263,5.7934529762564855e-05,0.00017262068517511872,0.11891297814534663,0.1756101589693534,-0.0782179453952634,1.0,0.25,interior
0.6232981268275579,0.3308980248526492,0.06355835028602363,0.0006232981268275579,0.00016544901242632458,1.2711670057204728e-05,-0.04605660297595576,-0.11689809102124998,-0.18116398471183873,1.0,0.25,interior
0.3109823217156622,0.32518332202674705,0.7296061783380641,0.0003109823217156622,0.00016259166101337353,0.0001459212356676128,0.07184116977766297,0.022302030296216316,0.0010487982673875443,1.0,0.25,interior
0.6375574713552131,0.8872127425763265,0.4722149251619493,0.0006375574713552132,0.0004436063712881633,9.444298503238986e-05,-0.140005653716338,0.16399566818286607,-0.050335673804947315,1.0,0.25,interior
0.1195942459383017,0.713244787222995,0.7607850486168974,0.0001195942459383017,0.0003566223936114975,0.0001521570097233795,0.053362642481647585,-0.14545614052447245,-0.019052518962003738,1.0,0.25,interior
0.5612771975694962,0.770967179954561,0.49379559636439074,0.0005612771975694962,0.0003854835899772805,9.875911927287815e-05,0.02913744562385839,0.03270752180533076,0.015464854323662508,1.0,0.25,interior
0.5227328293819941,0.42754101835854963,0.02541912674409519,0.0005227328293819941,0.00021377050917927482,5.083825348819038e-06,0.04945224920487726,-0.11305204560329613,0.019737260543966004,1.0,0.25,interior
